TimeStep,StateType,Variable,Values
78,Priors,var_c_priors,0.0345719 0.0938194 0.0487924 0.0245978 0.0329096 0.0256269 0.0434554 0.0988257 0.0242704 0.0297262 0.0237726 0.0305598 0.0944243 0.0366698 0.00970964 0.0407768 0.0567848 0.0625978 0.0780341 0.0490249 0.0275772 0.00964608 0.0584889 0.0404625 0.0667313 0.134255 0.025442 0.0834096 0.0259907 0.0217716 0.0337455 0.0815615 0.0375568 0.0529662 0.081204 0.0458845 0.0890961 0.0344654 0.0376644 0.0999171
79,Priors,var_c_priors,0.039011 0.0808983 0.0659962 0.0220517 0.0248084 0.0300582 0.0394888 0.0988309 0.026999 0.0276943 0.0289216 0.0317636 0.108439 0.0281685 0.0120567 0.038586 0.0580913 0.0636756 0.0849143 0.0526433 0.0324723 0.0106534 0.04659 0.037453 0.0696218 0.152904 0.0339178 0.0731796 0.0273862 0.0254984 0.0345342 0.0789523 0.0409382 0.0532004 0.0747225 0.0557923 0.113384 0.0324582 0.0384504 0.0995835
80,Priors,var_c_priors,0.043433 0.0681886 0.0944501 0.019705 0.021461 0.0345525 0.0363459 0.0934878 0.0283924 0.0255998 0.0348288 0.0328634 0.119936 0.0239981 0.0155567 0.0356947 0.0583756 0.0649127 0.08687 0.0574965 0.0394153 0.0127147 0.0374774 0.0343895 0.0721148 0.161632 0.044672 0.0699731 0.0269981 0.0253566 0.0378023 0.0742808 0.0455993 0.0482311 0.0637117 0.0677201 0.139013 0.0299125 0.0375826 0.0907886
81,Priors,var_c_priors,0.0461835 0.057635 0.13419 0.0190324 0.0213276 0.0390351 0.0348844 0.0855144 0.0298737 0.0234686 0.0412683 0.0327942 0.126172 0.0241296 0.0201798 0.0325806 0.0574032 0.0654895 0.0833423 0.063147 0.0475855 0.0159022 0.0308241 0.0301455 0.0742484 0.158624 0.0577124 0.0714543 0.0244158 0.0224884 0.0432662 0.0676143 0.0501294 0.0421229 0.0509355 0.0779971 0.156554 0.0266183 0.0349039 0.0758626
82,Priors,var_c_priors,0.0469141 0.0494487 0.170771 0.0198743 0.0215835 0.0447588 0.0352435 0.0769018 0.0334353 0.0214159 0.0484532 0.0330719 0.126228 0.0261865 0.0252868 0.0298566 0.0565633 0.0639068 0.0749512 0.0681828 0.0525004 0.0205367 0.0259426 0.0249229 0.0762822 0.145295 0.0700138 0.0757721 0.0210414 0.0201571 0.0505724 0.0599719 0.0532407 0.0376046 0.0397989 0.0817708 0.157255 0.0230427 0.0308737 0.0595087
83,Priors,var_c_priors,0.0451479 0.043828 0.185495 0.020625 0.0211806 0.0534282 0.0368894 0.0682999 0.0397389 0.0195213 0.0563144 0.0375068 0.120976 0.0282899 0.0298111 0.027701 0.0577482 0.0594768 0.0631107 0.0708173 0.0497304 0.0273543 0.0224428 0.0199211 0.077078 0.125621 0.0741134 0.0810681 0.0187396 0.0195157 0.0586627 0.0529372 0.0542435 0.0349104 0.0322133 0.0775366 0.144973 0.0198174 0.0260478 0.0455787
84,Priors,var_c_priors,0.0408728 0.0409031 0.175518 0.0205286 0.0205452 0.0635844 0.0393746 0.0609338 0.0470717 0.017784 0.0627085 0.0513757 0.11192 0.0297779 0.0331448 0.025815 0.0626693 0.0524752 0.0500527 0.0707428 0.0415462 0.0376683 0.0201241 0.0160964 0.0748149 0.10393 0.0654678 0.0854945 0.018113 0.0200348 0.0656378 0.0481052 0.0540105 0.033003 0.0281204 0.0688108 0.131318 0.0172833 0.0209948 0.0357915
85,Priors,var_c_priors,0.0365356 0.0403916 0.153875 0.0205813 0.0204598 0.06667 0.0431046 0.0559193 0.0525487 0.0160105 0.0621076 0.074307 0.100921 0.0308751 0.0360802 0.0241466 0.0697888 0.0447943 0.0381728 0.0699627 0.0343967 0.0523766 0.0188917 0.0136749 0.0676192 0.0842387 0.0504102 0.087243 0.0189178 0.0209231 0.0700076 0.0463379 0.0540612 0.0311044 0.0268651 0.0603768 0.123446 0.0155987 0.0163733 0.0303515
86,Priors,var_c_priors,0.0347761 0.041476 0.132841 0.02166 0.0218072 0.0561855 0.0494825 0.0534376 0.0546261 0.0143958 0.0517443 0.0866783 0.0892205 0.0320782 0.0403079 0.0231135 0.0744227 0.0394396 0.0291888 0.0711297 0.0317332 0.0705535 0.0185409 0.0124836 0.0566314 0.068976 0.0381467 0.0854989 0.0209462 0.021901 0.0708868 0.0479321 0.0557786 0.0288573 0.0281686 0.0550996 0.122924 0.0148481 0.0129075 0.0287748
87,Priors,var_c_priors,0.0364194 0.0439876 0.116879 0.024028 0.0255077 0.0398585 0.0603837 0.0519588 0.0533948 0.0136394 0.0378367 0.0701413 0.0776037 0.0336005 0.0472597 0.0233919 0.0740945 0.0383082 0.0238341 0.0760093 0.0333874 0.0869649 0.0191954 0.0122863 0.0456473 0.0586348 0.0319048 0.0811699 0.0240407 0.0232019 0.0678989 0.05293 0.0599904 0.0263897 0.0324569 0.0531857 0.128169 0.0150779 0.0110096 0.0306334
88,Priors,var_c_priors,0.0414137 0.0483824 0.105576 0.0278614 0.0324265 0.0287338 0.07814 0.0494551 0.0501099 0.0144357 0.0286899 0.0451303 0.066565 0.0349523 0.0567623 0.0256079 0.0703298 0.0419168 0.0218772 0.0845886 0.0378434 0.095257 0.0214393 0.0127869 0.0374481 0.052187 0.0296551 0.0767006 0.0278363 0.024843 0.0638715 0.0616792 0.0669337 0.0240122 0.0403734 0.0535699 0.13622 0.0162515 0.0107462 0.0359255
89,Priors,var_c_priors,0.0495027 0.0544847 0.0967657 0.0333521 0.0412911 0.0245378 0.10579 0.0448967 0.0465914 0.017236 0.0267993 0.0318728 0.0567251 0.0342354 0.0675804 0.0301062 0.0659885 0.0509626 0.0227869 0.0952804 0.0442296 0.0953163 0.0261562 0.0137085 0.0325839 0.0483 0.0282731 0.0739845 0.0313561 0.0259115 0.0627687 0.07502 0.0753644 0.0221833 0.0509346 0.0547173 0.142634 0.0179792 0.0120075 0.0451964
90,Priors,var_c_priors,0.0598863 0.0613485 0.0878798 0.0403766 0.0482772 0.0235123 0.143751 0.0392995 0.043817 0.0220313 0.0289171 0.0288848 0.048345 0.0306061 0.0781307 0.0369986 0.0633948 0.0665901 0.0260251 0.104774 0.0535391 0.0918967 0.0337583 0.0148495 0.0306752 0.0461538 0.0265314 0.074225 0.0322461 0.0248249 0.0640464 0.0938545 0.0837564 0.0214191 0.0591905 0.0553466 0.143855 0.0199 0.0147396 0.0588845
91,Priors,var_c_priors,0.0715714 0.0682558 0.0766306 0.0489968 0.0519442 0.0229054 0.185747 0.0343969 0.0418084 0.0283509 0.0301224 0.0300415 0.0416998 0.0266048 0.086596 0.0459959 0.0636832 0.0896696 0.031344 0.109529 0.0682893 0.0895966 0.0438792 0.0163943 0.0305091 0.0452894 0.0244015 0.0781125 0.0286377 0.0212074 0.0649835 0.118003 0.0915635 0.0222329 0.058868 0.055088 0.138533 0.0220348 0.0188923 0.0742814
92,Priors,var_c_priors,0.102004 0.0733706 0.0968278 0.0748561 0.0326005 0.0277334 0.243415 0.0403348 0.0340036 0.033507 0.036776 0.0715646 0.039555 0.0139417 0.0712332 0.0737421 0.0548734 0.152421 0.016205 0.141633 0.0815632 0.117732 0.0865851 0.0200762 0.0664062 0.0535637 0.0387481 0.0745324 0.0491647 0.0155848 0.152759 0.0696256 0.0460225 0.0161218 0.081625 0.0752647 0.0956736 0.0284776 0.0181989 0.115265
93,Priors,var_c_priors,0.111233 0.0797013 0.0937107 0.0830166 0.0327162 0.0289537 0.270853 0.036579 0.0296331 0.037617 0.0296883 0.0683722 0.0394975 0.0125752 0.0564412 0.0894384 0.0548815 0.16957 0.0174975 0.136918 0.0918702 0.11234 0.108671 0.0255792 0.0725938 0.0532826 0.0315515 0.0738073 0.0522175 0.0173918 0.143981 0.0670081 0.0462456 0.0175064 0.0908465 0.0772368 0.0765437 0.0352099 0.0229028 0.149662
94,Priors,var_c_priors,0.103211 0.0910313 0.0772464 0.080951 0.0372566 0.0268385 0.256402 0.0347404 0.026251 0.0386208 0.0217927 0.0607731 0.0391286 0.0133807 0.042543 0.0943488 0.0629357 0.164704 0.0203705 0.125458 0.0764335 0.094868 0.121709 0.0296127 0.0661004 0.0523854 0.0216971 0.0707522 0.0404425 0.0204212 0.125523 0.0748212 0.0490745 0.0193757 0.0897849 0.0695605 0.0667927 0.0382635 0.028562 0.174207
95,Priors,var_c_priors,0.0857588 0.107078 0.0570874 0.0689818 0.0412658 0.0235015 0.208528 0.0346164 0.023569 0.0372393 0.0160342 0.0588595 0.0390269 0.0141783 0.0292944 0.0893131 0.0731914 0.146928 0.0230467 0.107955 0.0512002 0.0720626 0.126928 0.0333947 0.0580611 0.0518342 0.0146862 0.0671596 0.0296 0.0205689 0.104809 0.0798388 0.0495124 0.0210396 0.0847933 0.0561009 0.0581525 0.0399145 0.0321763 0.167553
96,Priors,var_c_priors,0.0656779 0.124276 0.0423579 0.0528853 0.043294 0.0223854 0.153284 0.0363344 0.0217403 0.0353512 0.0129382 0.0600463 0.0399907 0.0145366 0.0191438 0.0784221 0.0811835 0.123944 0.0261459 0.0890711 0.0330487 0.049736 0.126273 0.0380708 0.0516897 0.0525871 0.0110735 0.0671499 0.0238944 0.0187081 0.0856334 0.0801744 0.0492592 0.0226072 0.0805504 0.0428376 0.0505301 0.0412462 0.0335616 0.141787
97,Priors,var_c_priors,0.0481648 0.135033 0.0342329 0.0396835 0.043761 0.025117 0.10959 0.0402239 0.0207284 0.0342753 0.0119096 0.0609343 0.042811 0.0151829 0.0127418 0.0666771 0.0810475 0.101593 0.0307153 0.0715094 0.0240961 0.0327787 0.121198 0.0444076 0.0478296 0.0555723 0.00981776 0.0762853 0.0214442 0.0166541 0.0692696 0.0781221 0.0478132 0.0245944 0.078817 0.0338764 0.0452278 0.0431116 0.0341328 0.114696
98,Priors,var_c_priors,0.0362829 0.134518 0.0315131 0.0316676 0.0437967 0.0258543 0.0814901 0.0477973 0.0197647 0.0339412 0.0123904 0.0573098 0.0482202 0.018102 0.00934438 0.0574175 0.0734899 0.083988 0.0373418 0.0579588 0.020891 0.0218087 0.112395 0.0510157 0.046337 0.0621963 0.0101717 0.0940695 0.0205464 0.0153527 0.0556409 0.0763998 0.0446434 0.027734 0.0788786 0.029865 0.043427 0.0450632 0.0345338 0.0946953
99,Priors,var_c_priors,0.0304575 0.126116 0.0322444 0.0281565 0.0442835 0.0219833 0.0647073 0.0609845 0.0186148 0.032832 0.013881 0.0479762 0.0561873 0.0257324 0.0078399 0.0516583 0.0643605 0.0727917 0.0458412 0.0501763 0.0206737 0.015117 0.100502 0.0534633 0.0464159 0.0736566 0.0119658 0.110018 0.0206446 0.0151084 0.0438016 0.0755067 0.0405494 0.0329283 0.0799376 0.0295051 0.0458476 0.0447946 0.0351354 0.0841229
100,Priors,var_c_priors,0.0293107 0.114807 0.0354405 0.0274243 0.0442986 0.0193156 0.0545682 0.080018 0.0186198 0.0310378 0.016223 0.0374189 0.0671143 0.0361958 0.00748256 0.0485325 0.0582423 0.0663423 0.0561294 0.046836 0.0221851 0.0114043 0.0859708 0.0506101 0.0476173 0.0899843 0.0154223 0.110947 0.0214756 0.0161519 0.0348392 0.0755307 0.0373091 0.040912 0.0803153 0.0317549 0.0539364 0.0420073 0.0365562 0.0814713
101,Priors,var_c_priors,0.031115 0.104271 0.0413019 0.0273571 0.0401142 0.020641 0.0485172 0.102562 0.0208204 0.0291967 0.0193634 0.0309913 0.0810852 0.0405165 0.00796343 0.0467896 0.0561743 0.0637059 0.0674869 0.0467932 0.0249623 0.0097321 0.0704406 0.0456742 0.0498896 0.110997 0.0207202 0.0982478 0.0226597 0.0187784 0.0296162 0.0759097 0.0362104 0.0508842 0.0776413 0.0363052 0.0676957 0.0385036 0.0385491 0.0841582
102,Priors,var_c_priors,0.0344341 0.0933361 0.0507951 0.0261856 0.0314266 0.0244263 0.0443518 0.121181 0.0244763 0.0272078 0.0233599 0.0296849 0.0964425 0.034178 0.00930177 0.0449929 0.0569003 0.0635408 0.0778531 0.0493395 0.0289315 0.00948021 0.0565199 0.041404 0.0527199 0.133426 0.0280613 0.0833175 0.0237686 0.0228678 0.0278221 0.0751266 0.0376552 0.0590987 0.0717127 0.0430113 0.0867192 0.0355042 0.0403952 0.0889845
103,Priors,var_c_priors,0.0384178 0.0809433 0.0682885 0.0236759 0.0236721 0.028866 0.0406575 0.128829 0.0277101 0.02517 0.0283371 0.031013 0.11017 0.0256238 0.0115263 0.0423907 0.0580903 0.0646735 0.0845118 0.0537121 0.0344752 0.0103769 0.045436 0.0383922 0.0551947 0.151575 0.0377856 0.073867 0.0242811 0.0259236 0.0288091 0.0725346 0.0408494 0.0610395 0.0636723 0.0520147 0.109152 0.0330794 0.0412207 0.0903702
104,Priors,var_c_priors,0.0423244 0.0685157 0.0966166 0.0212998 0.0205265 0.0327864 0.037603 0.125084 0.0299365 0.0231187 0.0340913 0.032275 0.120276 0.0218774 0.0148024 0.0389853 0.0583006 0.0658234 0.0858787 0.0593115 0.0421739 0.0123097 0.0366785 0.0353719 0.0575556 0.160234 0.0501837 0.0712205 0.0233616 0.0249007 0.0317561 0.068491 0.0450674 0.0562575 0.0534961 0.0630307 0.13081 0.0302027 0.040183 0.0850358
105,Priors,var_c_priors,0.0446674 0.0578691 0.135231 0.0205743 0.0203956 0.0359487 0.0361103 0.114598 0.0323363 0.0210544 0.0404306 0.032536 0.12475 0.0222935 0.0191249 0.0352801 0.0572577 0.0664888 0.0816103 0.0659201 0.050696 0.0153488 0.0301184 0.0312007 0.0596487 0.157746 0.0644128 0.0730389 0.0208674 0.0217803 0.036466 0.0626949 0.0489602 0.0491044 0.043055 0.0728138 0.14243 0.0267324 0.0371853 0.074086
106,Priors,var_c_priors,0.0453978 0.0493847 0.169632 0.0211937 0.0205396 0.0393782 0.0362264 0.101968 0.0368029 0.0190573 0.0475649 0.0333436 0.123159 0.0243496 0.0238493 0.0319027 0.0563999 0.0653001 0.0724417 0.0722043 0.0548612 0.0198092 0.0252453 0.026099 0.0619232 0.145183 0.0755919 0.0777387 0.0180496 0.0196505 0.0427846 0.0559642 0.0514112 0.0433047 0.0346952 0.0766086 0.137807 0.0230582 0.0327966 0.0605247
107,Priors,var_c_priors,0.0441816 0.043364 0.182154 0.0214787 0.0199749 0.0451381 0.0373906 0.0892565 0.0436434 0.0172343 0.0554356 0.0384533 0.116425 0.0262673 0.0279383 0.0289406 0.0576829 0.0614319 0.0599377 0.0760419 0.0506234 0.0263778 0.0217684 0.0212106 0.0640316 0.126043 0.0757485 0.0834994 0.0163427 0.0193001 0.0500595 0.0498006 0.0520126 0.0396319 0.0294014 0.0726908 0.123097 0.0197556 0.0276325 0.0476599
108,Priors,var_c_priors,0.0408484 0.0398733 0.171074 0.0209871 0.0191338 0.054065 0.0393109 0.0780356 0.0506606 0.0156826 0.0620815 0.052712 0.106141 0.0274849 0.0309016 0.0261003 0.0628102 0.0548666 0.0465456 0.0767219 0.0413995 0.0362483 0.0195165 0.0174521 0.0650425 0.104597 0.0632172 0.0882892 0.0161061 0.0200653 0.0569254 0.0458093 0.0517612 0.0371394 0.0267705 0.0643883 0.109283 0.0171169 0.0222933 0.0379294
109,Priors,var_c_priors,0.0372907 0.0384256 0.14935 0.0209185 0.0188261 0.0606595 0.0425606 0.0694036 0.0550073 0.0142434 0.062119 0.0748702 0.0943007 0.0282841 0.0335827 0.0235253 0.0701046 0.0473372 0.034825 0.0762799 0.0339506 0.050312 0.0183883 0.0150733 0.0630446 0.0851059 0.0470364 0.0901588 0.0170601 0.0210889 0.0623087 0.0448503 0.0520164 0.0350302 0.0262479 0.0564079 0.101987 0.0152805 0.0174712 0.03237
110,Priors,var_c_priors,0.0358351 0.038207 0.128527 0.0220911 0.0199474 0.0563257 0.0484815 0.0629411 0.0554195 0.0129523 0.0523387 0.0851379 0.0822424 0.0291928 0.0375572 0.0218477 0.0747067 0.0419297 0.0264108 0.0776434 0.031393 0.0678137 0.0181575 0.0139388 0.0572491 0.0700386 0.0356485 0.0882356 0.0190631 0.0220611 0.0654143 0.047242 0.053812 0.0327935 0.0276993 0.0515097 0.102035 0.0143313 0.0139124 0.0308602
111,Priors,var_c_priors,0.0374632 0.039157 0.112799 0.0246787 0.0233867 0.0430289 0.0588377 0.0568879 0.0524338 0.0123229 0.0384493 0.0670699 0.0708592 0.0305447 0.0441196 0.0219037 0.0742923 0.0406889 0.0217369 0.0825784 0.0333178 0.0835407 0.0188729 0.0138312 0.0490748 0.0597344 0.0308854 0.083465 0.0220775 0.0232042 0.0652626 0.0530938 0.0577794 0.0303289 0.0315711 0.0498276 0.107987 0.0143221 0.0120296 0.0329614
112,Priors,var_c_priors,0.0423436 0.0417952 0.101885 0.0288597 0.0301161 0.0312712 0.0760247 0.05003 0.0480529 0.0130101 0.028983 0.042659 0.0606399 0.0322451 0.0531798 0.0244085 0.0706661 0.044287 0.0202971 0.0909921 0.0381464 0.0910268 0.0210687 0.0144655 0.0409622 0.0531901 0.0298868 0.0784154 0.0258672 0.0246227 0.0634469 0.0627402 0.0642905 0.0278331 0.0386838 0.050255 0.117392 0.0151955 0.0118733 0.0385571
113,Priors,var_c_priors,0.0503256 0.046105 0.0936997 0.034874 0.0391589 0.025632 0.103165 0.0425193 0.0442428 0.0155115 0.026872 0.0306267 0.05195 0.0328052 0.0637073 0.0296254 0.066661 0.0536122 0.0214523 0.101236 0.0448952 0.0903213 0.0256688 0.0155143 0.0347086 0.0492371 0.0291721 0.0751139 0.0296041 0.0255844 0.0635012 0.0768341 0.0723605 0.0258144 0.0489223 0.0512944 0.125811 0.0165757 0.0133542 0.0479911
114,Priors,var_c_priors,0.060619 0.0513831 0.0855733 0.0425833 0.046562 0.0238117 0.140542 0.0356085 0.0416307 0.0199104 0.029116 0.0284108 0.0447597 0.030643 0.0741917 0.0374052 0.0644003 0.0698756 0.0246942 0.109912 0.0542721 0.0864357 0.0331012 0.016719 0.0311473 0.0471336 0.0275884 0.0748002 0.0310054 0.024685 0.0653802 0.0958732 0.0805368 0.0248949 0.05882 0.051823 0.129397 0.0182189 0.016461 0.0610196
115,Priors,var_c_priors,0.0722151 0.0571545 0.0750337 0.0519469 0.0504403 0.0230245 0.182098 0.0304421 0.0399957 0.0258306 0.0307164 0.0299489 0.0391076 0.0272573 0.0826441 0.04718 0.064864 0.0938576 0.0297764 0.113378 0.0686788 0.0838283 0.0429861 0.0182807 0.0296066 0.0463542 0.0253825 0.0781407 0.0279002 0.0213641 0.0667 0.119116 0.0882178 0.0256406 0.0620656 0.0516726 0.126394 0.0202809 0.021174 0.0737964
116,Priors,var_c_priors,0.104631 0.0634174 0.0966671 0.0794386 0.0314172 0.0274093 0.241395 0.0336504 0.0336169 0.0311492 0.0384269 0.069363 0.0379521 0.0137405 0.0681966 0.0755307 0.0570591 0.161433 0.0154384 0.155681 0.0838801 0.112998 0.0873297 0.0223868 0.0702588 0.0565535 0.04186 0.075621 0.0479136 0.0166427 0.147699 0.0737221 0.0463076 0.0188137 0.0860999 0.0762705 0.0890101 0.0267089 0.0197732 0.127154
117,Priors,var_c_priors,0.113906 0.0706046 0.0944371 0.0890456 0.0321068 0.0284658 0.275098 0.0323229 0.0303698 0.0355901 0.0318752 0.0674842 0.0384472 0.0123326 0.0545806 0.0918488 0.057394 0.178077 0.0169241 0.149107 0.097055 0.109429 0.11043 0.0286176 0.0761621 0.0558097 0.0355099 0.0761081 0.0523277 0.0178009 0.139395 0.0752416 0.0461291 0.0203277 0.10066 0.0778037 0.0715149 0.0336961 0.0250164 0.160186
118,Priors,var_c_priors,0.105899 0.0817569 0.078761 0.0875925 0.03699 0.0263557 0.260913 0.0315945 0.0276544 0.0370226 0.0238163 0.0608418 0.0383406 0.0133091 0.0415061 0.0992998 0.0654766 0.171373 0.0199447 0.134986 0.0843493 0.0929327 0.124093 0.0330922 0.0683165 0.054782 0.0251985 0.0744266 0.0412633 0.0208377 0.121417 0.0849402 0.0489028 0.0222653 0.103015 0.0697798 0.0629169 0.0372685 0.0311052 0.174625
119,Priors,var_c_priors,0.0886997 0.0972846 0.0591918 0.0755014 0.0411357 0.0233879 0.211154 0.0315668 0.0253181 0.0361412 0.0177115 0.0595351 0.0385576 0.0142973 0.0288274 0.0974159 0.0759324 0.151653 0.0227874 0.113938 0.0587785 0.0708467 0.129384 0.0375719 0.0587588 0.0543581 0.0172619 0.0723419 0.0306081 0.0214197 0.100985 0.0893136 0.0493947 0.023941 0.0992817 0.0561024 0.0553957 0.0394549 0.0349071 0.157796
120,Priors,var_c_priors,0.0687998 0.115209 0.0449486 0.0585944 0.0432276 0.0231521 0.154871 0.0327349 0.0237019 0.034858 0.0143193 0.0611796 0.0398683 0.0148482 0.0189888 0.0887469 0.0846764 0.127219 0.0260777 0.0914598 0.0384601 0.0493471 0.128464 0.043465 0.0508629 0.0554715 0.0129138 0.0742003 0.0249544 0.0199383 0.0814573 0.087439 0.0491582 0.0254982 0.0946234 0.0426995 0.0487814 0.0412392 0.0363295 0.127971
121,Priors,var_c_priors,0.0511797 0.129286 0.0372857 0.0442828 0.0438162 0.0256012 0.110935 0.0356987 0.0230319 0.0343274 0.0130622 0.0622664 0.0430793 0.0157804 0.0127035 0.0775909 0.0855078 0.104308 0.0308588 0.0713695 0.0275596 0.0330415 0.122952 0.0512445 0.0452491 0.0589536 0.0113345 0.0856798 0.0225026 0.0181076 0.0643544 0.082756 0.047925 0.0276177 0.0911876 0.0337151 0.044375 0.0435134 0.0370535 0.101587
122,Priors,var_c_priors,0.0390325 0.133206 0.0349462 0.0352892 0.0440805 0.0242497 0.0829684 0.04203 0.0225392 0.034185 0.0133637 0.0584935 0.0491076 0.0192543 0.00935347 0.0676941 0.0783812 0.0867661 0.0377589 0.0568704 0.0232956 0.0224062 0.113593 0.0586587 0.0417421 0.0661725 0.0116887 0.105128 0.0215007 0.0169285 0.0501029 0.0786639 0.0452984 0.0311642 0.0882467 0.029736 0.0434024 0.0461328 0.0378141 0.0840769
123,Priors,var_c_priors,0.0328768 0.128233 0.0359015 0.0311643 0.0448733 0.0198936 0.066445 0.0542981 0.021511 0.0327602 0.0146969 0.0488481 0.0580423 0.0276666 0.00788267 0.0609299 0.0690519 0.0759886 0.0467211 0.049373 0.0226845 0.0157374 0.101123 0.0602739 0.0396726 0.078321 0.0137288 0.119922 0.0213509 0.0167917 0.0382476 0.0753719 0.0418921 0.0370578 0.0850469 0.029316 0.0464819 0.0468549 0.0388377 0.0758966
124,Priors,var_c_priors,0.0313763 0.118441 0.0390488 0.0301905 0.0451218 0.0181996 0.0565431 0.0743124 0.0210176 0.0304175 0.0168995 0.0380479 0.0702681 0.0382892 0.00754775 0.0568871 0.0624545 0.0699659 0.0577266 0.0467032 0.0241694 0.0119298 0.0861013 0.0555702 0.0391356 0.095092 0.0176671 0.117086 0.0217444 0.0180469 0.0299712 0.0733861 0.0391691 0.045988 0.0801894 0.0313463 0.0550494 0.0449572 0.0407196 0.0745847
125,Priors,var_c_priors,0.0328555 0.107948 0.0449741 0.0301185 0.0408259 0.020435 0.0507373 0.102325 0.0225355 0.0280659 0.0199187 0.0315071 0.0854036 0.0413611 0.00803181 0.0544638 0.0598296 0.0676963 0.0700491 0.0474594 0.0271814 0.0101419 0.0704767 0.0491414 0.0405524 0.116223 0.0237229 0.10149 0.0222765 0.0210139 0.0255851 0.0724997 0.0382673 0.0573302 0.0724841 0.0355289 0.0689539 0.0418357 0.0430702 0.077307
126,Priors,var_c_priors,0.0358606 0.0965284 0.0548414 0.0289764 0.0317636 0.0246979 0.0468043 0.130936 0.0260379 0.0258351 0.0237938 0.0301772 0.101374 0.0334956 0.00934303 0.0518798 0.0600032 0.0677083 0.0811879 0.0508585 0.0317047 0.00978889 0.0567471 0.0440614 0.0433787 0.138417 0.0322565 0.0861037 0.0225895 0.0251553 0.0242666 0.0712736 0.0396867 0.0676069 0.0636126 0.0416696 0.087377 0.0385363 0.0450874 0.0817706
127,Priors,var_c_priors,0.0394325 0.0836186 0.0733651 0.0264151 0.0237573 0.0292264 0.0433221 0.14946 0.0298471 0.0238361 0.0286474 0.0315324 0.114947 0.0244423 0.0114789 0.0482163 0.0606544 0.0687223 0.087978 0.0560407 0.0381583 0.0106188 0.0458785 0.0406753 0.0462064 0.156107 0.0438013 0.0773495 0.0223368 0.0273876 0.0252694 0.0687951 0.0426502 0.0715113 0.0550315 0.0498822 0.107861 0.0354669 0.0458683 0.0839844
128,Priors,var_c_priors,0.0429191 0.0707493 0.10286 0.0239514 0.0205511 0.0328433 0.0404514 0.152295 0.033125 0.0219046 0.0343362 0.0329566 0.123958 0.0208899 0.0145994 0.0437334 0.0604445 0.0695747 0.0888402 0.0624777 0.0470094 0.012512 0.0371738 0.0374616 0.0486466 0.164396 0.0584516 0.0755507 0.0209507 0.0254205 0.0278762 0.0652536 0.0464516 0.0672405 0.046205 0.0602189 0.12547 0.0320054 0.0446007 0.0813373
129,Priors,var_c_priors,0.0449649 0.059686 0.142072 0.0231878 0.0203743 0.035195 0.0390491 0.142995 0.0367531 0.0199305 0.0407552 0.033589 0.126965 0.0215213 0.01875 0.0390285 0.0591891 0.0701714 0.0836204 0.0702326 0.0562674 0.0155377 0.030571 0.0332339 0.0503964 0.16194 0.0741716 0.0781541 0.0184707 0.022071 0.0319828 0.0600912 0.0498211 0.0590652 0.0382725 0.0700458 0.131724 0.0281529 0.0411999 0.0738978
